Tweet ID,Full Text,Mask Sentiment,Language
1269837957353136130,Le département de Mayotte (@CDep976) recherche l’efficacité face à l’épidémie de #coronavirus et produit cinq clips qui tranchent dans le concert des communications sanitaires par leur angle et leur humanité ➡️ https://t.co/O3JDTCB3D1 #ComPublique #ColTerr https://t.co/AlIDE2Gb85,,
1278389315190620161,"@moorland2 Seriously - you are going there! There is no risk of hypercapnia(CO2 retention)in healthy adults who use face coverings, including medical and cloth face masks, as well as N95. Carbon dioxide molecules freely diffuse through the masks, allowing normal gas exchange while breathing",,
1295409527492231168,"People, listen to this lady. She is telling it like it is in MT.  The Governor in MT is a fool. People won't wear masks because it has been politicized as an infringement of personal rights. NO IT'S A VIRAL PANDEMIC HEALTH CRISIS PEOPLE.  8 weeks &amp; we could have it under control https://t.co/Z64AJuAlY5 https://t.co/7wGZ28fyBH",,
1277491608884088833,I’ve seen people prove masks don’t affect oxygen levels but I’ve also seen people prove that they do. Idk what the truth is I just know I get lightheaded every time I go to the store and I even have asthma attacks from wearing a mask but whatever imma still wear it anyway shsjdk,,
1304265704791834624,@wooffarm @huhef22 @jujulexangel @JoeBiden Ah yes because the rest of the world that it is getting back to normal fought kicking and screaming like a good portion of America. Suck a donkeys left nut and wear a mask,,
1283956272027631620,The media and the dumbasscrat led cities are artificially inflating the positive cases of covid to force lockdowns to kill the economy. Nothing to do with reality only to take out Trump. Well I say fuck off and stick the mask up your ass! https://t.co/1zXPSNrlhm https://t.co/ytnRJ60ii1,,
1293178881587978240,Whew. This is the take I've been waiting for. So many people decrying police enforcement and brutality while at the same time clamoring for authoritarian measures wrt masks and what not. https://t.co/wHZ6nM3x7l,,
1293184978486824962,Meet the newest style in masks for the covid-19 sheep crowd-Courtesy of Walmart produce bags-Get them in your nearest WALMART for free! https://t.co/lSWiQwjZV0,Anti-Mask,English
1288281355558825984,@ScottWilson76 @ItsKrissy I thought Walmart would make me but I strolled right in without it about an hour ago they said nothing lol the mask doesn’t stop shit the Corona virus is smaller then the fabric even in cloth masks so they are useless,,
1294122596129107968,"the fact that vaccines can be enforced but masks cannot clearly shows where the money is and therefore, where the government's priorities are https://t.co/gVUROOCwy7",,
1287510208118489088,"@KathleenChu5 Advice everyone:  not all masks are the same.  If you work closely with the public you need a N95 (American made impossible to get), a KN95(Chinese made, almost as good as N95s.) got 10 in today that fit so well when I breathe in they “suck” inward. Off Amazon",,
1286086527160909835,@AlexBall12 @GovHolcomb If you want to wear a mask to virtue signal —you wear one! Stop trying to force your “educated” fear onto everyone else. The science is not on your side.,,
1294335996763365377,"@MZHemingway I'm super sick of Doomsday Democrats. They are hateful people with an inability to THINK.

How they can prefer covid deaths to Hydroxychloroquin is beyond me.

They have to wear masks out of SHAME",,
1287617878729121792,@ParinaySharma6 @KanganaTeam Okay then..I kept my point and I m out of the discussion..Still there is no official announcement that any state is free of corona..Yet if u r I m glad..No need to wear masks..Please do roam freely..It's a pandemic so we can't say that we r free of corona yet but if u say so..,,
1292424452202995712,"Episode 127 of the Wake N Hate with Baby Face Chem and Yellow Uncle Snakes

Can we get some more Covid Stimulus? Was 2Chainz Vz Rick Ross appropriate? Should we clown Jonathan Isaac? Find out

https://t.co/f6hZ6H4ZQW

https://t.co/jVkMzjtsPi",,
1305890629159776258,"@Facebook @SecAzar Who's runs HHS, Azar or Caputo? Caputo was installed there b/c Trump wanted to fire Azar, not pushing enough propaganda/lies. ""Allies persuaded Trump to not make such a change amid a pandemic, but instead to bring in Caputo""—a propagandist to control the message—NOT the pandemic. https://t.co/ZzViq4CpHo",,
1300921897098584074,"@GlennKesslerWP Just what do you think was happening while golden boy Fauchi, the CDC and WHO were saying masks were bad? Do you think think the virus did nothing? Hell no, it spread out of control, like wild fire! And liberals were already accusing Trump saying he was racist for stopping travel https://t.co/JZuQigkvFK",,
1308713897202003969,"I report on Africa this morning ONLY 44 Covid deaths.  They have no social distancing no mask mandate and they used the president's Hydrox medicine. 

We look like FOOLS to the world folks, SHEEPLE FOOLS 😪",Anti-Mask,English
1278821697462902785,Hate the people that still refuse to wear a mask. It’s really not political even though it is since Trump never does but it’s not a hard thing to do to keep the virus from spreading,,
1296440575978283008,"@psycho4ensics1 @kimboMIK @chunkled @mikepompeo You did assume automatically, all I said was you lost me when you said masks don't work and lockdowns suck, so your plan to defeat coronavirus is just let it rip. Now you're being dishonest, which doesn't surprise me since your god Trump does the same thing.",,
1270025373733072897,TODAY: Free Webinar Series Assists @BaltCoGov Businesses and Workers Displaced by COVID-19 #MDPolitics #WeAreMDCounties https://t.co/jViK9BxSrm,,
1310593384873156608,"CNN reporting a rise in Covid but fails to say its in states that had riots that the governors could not control. Poppy is blaming Trump for people not wearing masks. Neighbor unmasked, my fault? Just a way of influencing the Democrats who believe lies. CNN &amp; MSNBC lie to our ppl",,
1295946139372584960,".@SenFeinstein  people with disabilities, their families, and the direct support professional workforce can't be left behind! Don't leave us out of coronavirus relief legislation. #WeAreEssential! https://t.co/tmqULkkp1F",,
1280118405446565890,It sucks but god dam it wear a mask! https://t.co/D4igRGjGyE,,
1281880580834185216,"@Bob_Wachter Viral innoculum and disease severity (irrespective of what is causing the change - masks, social distancing or whatever) would also feed into apparent shifts in mortality rates, although other factors will play.  We shall see.

8/",,
1292792891509600264,"Slightly annoying weekend. Asthma + light-headedness got me into hospital for a check-up on Saturday night. (It isn't Covid, but everyone wore masks anyway: that's how we're keeping NZ Covid-free.) Some other virus, it seems. Currently missing going for walks in the hills...",,
1304545477942284290,@FennellyTom @annetted1234 If you’re that terrified stay at home Tom. Let healthy disease free people get on with their lives and breathe freely like humans are meant to do. Not everyone is in to masks.,,
1307109983859941381,"@Logan_RTW N95 masks don't work like sieves. The ""holes"" are much larger than the size of the virus.
If the mask would really work like that the pressure needed to force air through would really be impossible to breathe.
N95 masks attract particles electrically through Van-Der-Waals forces.",,
1310652984913809408,"He dodges the draft. Doesn't pay taxes. Doesn't wear a mask during a pandemic. Doesn't protect the troops. 

He really is a useless American, eh?",,
1290523200183341057,"This lady straight up said it lowers my O2 level and immunity,Its unfair for the ""mask bullies"" to force me to wear a mask.WHY DONT YOH JUST SIT AT HOME IF U CANT EVEN FOLLOW A SIMPLE RULE.Its about everyone's health not just your own,stop being problematic about everything.",,
1279076002610712579,"@seeyahderek https://t.co/Xh1f4IV0me New release for @bandcamp day.  Feel free to enter zero in the pay field, and donate to https://t.co/Z7cVpJLWAc instead. Much Love. Stay safe, wear a mask. #hiphop #beats #ep #beattape #instrumental #electronicmusic",,
1279740044228481024,"@JoJoFromJerz @JoeBiden Want to talk ""DUMB"" Ma'am???? 
There's plenty to go around.

These DUMMYcrats cant even figure out how to wear the mask 😷properly. 

And Sheila Lee Jackson is the Chair of Congressional Coronavirus task force!?!?!?!😒WTF
So spare us your righteous indignation ""Jersey Karen""😕 https://t.co/YNtQkWC6TD",,
1298592196254404608,"“A vaccine will not be the end of all this, reordering society is the goal of WHO. A pretext for mass social control.”
https://t.co/4HGk8GrTxo
#WakeUp #covid19 #masshysteria #maskhysteria #plandemic #covid1984 #BillGatesEvil #TuckerCarlson",Anti-Mask,English
1276610372200476674,"Yea, pretty sure that @VP Pence &amp; LEADER of #COVID19 Task Force is an OXYMORON statement. Or #COVIDIOT one to be current.
Mikey ➡️ #WearADamnMask https://t.co/in9naFXKn4",,
1283198298195730435,"Funny how the same people who espouse freedoms to not wear a mask would have a real issue with me wearing my leather chaps around town. Folks, your face isn’t the only thing that needs to breath https://t.co/I5Kpx4OL8V",,
1259899412865679360,@IngrahamAngle @RealCandaceO @seanhannity @realDonaldTrump Socialist Democrats broke their oaths by attacking American citizens. In the face of a pandemic with fatality ratio less than most other illness’s they took our Constitutional Freedoms &amp; Rights by holding us hostage! https://t.co/8urHzGZGa5,,
1284909079480197121,"@TheOmegaRider @PodioPol @Banshii_P The goal of lockdown was so that the spread will slow down and hence, not overwhelm the hospitals.There's always more than just one goal.Also, we pretty ignored everything and went outside without a mask which is just sad.All of this was barely enforced compared to othercountries",,
1283787292646109185,@ElectQuinn @marcorubio @ElectQuinn go lick a doorknob! You don’t believe the #TrumpFreedomFlu is a thing...wear a fuqqing mask!,,
1306673708900200451,"@TheLeoTerrell @realDonaldTrump @seanhannity @FoxNews When the pandemic started I was so anxious-couldn't sleep. I didn't watch ANY news and I felt out of sorts, and when I turned it on, I see YOU and supporting #Trump and immediately I had a HUGE smile on my face. We love you!! We didn't hate u before, we simply didn't agree w/u!",,
1307223217245913090,"Britain faces SIX MONTHS of coronavirus restrictions in battle to control fresh outbreak

https://t.co/BefA5XwLBE",,
1281681040042594306,"Wear a mask. 
Wear a homemade mask. 
Wear a mask with a pattern. 
Wear a mask that says “masks suck.”
Wear a mask with a Trump logo. 

Just, please, wear a mask. 😷 https://t.co/WGbqGjExQr",,
1284585666723016704,"As stated previously...
WE NEED TO KICK THE COUNTERFEIT DESEASE CONTROL TO THE CURB. 

THEY HAVE BEEN USELESS TO THE COUNTRY.  
WITHOUT USE. 
@CDCgov 
#BogusPredictiveModels #BogusDeathCounts #BogusTestingRecordKeeping 
#BogusMaskDirectives 
#WithoutUse 

 https://t.co/LIxAF1jhok",,
1309662835383951363,@aplusb11 @WAVY_News Lies. I believe in common sense. Only one sheep here....the one wearing a mask for 18 hours. Do you know what the survival rate is for covid ages 1-69? It's 99%. No need for a mask. A bacterial infection kills at a higher rate...but you knew that doc....,Anti-Mask,English
1281361563182661633,"Masks do not protect you from COVID-19. 

It not about the disease at this point.

It is about fear and control. https://t.co/odMBaXBOBV",,
1310674666823077889,"The fact that I wear glasses is challenging 
I sincerely don't love to. 
I hate the fact that it changes my Look and how I have to care for it so I don't misplace it. 
Nose mask and Glasses are so annoying..
I sincerely just want to enjoy life without it😪 https://t.co/9Rx5trD2t4",,
1289065377402478594,#California #prisoners #Newsom / Governor Newsom's common sense is on lockdown! He should have put a mask on this man instead of freeing him into the community. Who'll shield the population from this ex-inmate's evil ways?  https://t.co/2MezwGKVoy,,
1287280006536798208,"Remember, it's not a mask but a face covering... Only women should be forced to wear... Islam... I don't give a rats ass if you are under severe distress! That's the POINT! Now what the HELL do you think you are doing outside of the house woman? Get back in with the others! 😂😂 https://t.co/Kp1jOM4UMS",,
1278526078655619073,"@MNMockingbird @lodge_grey @StarTribune “Conclusion: Wearing masks will not reduce SARS-CoV-2.
N95 masks protect health care workers, but are not recommended for source control transmission.
Surgical masks are better than cloth but not very efficient at preventing emissions from infected patients.”",,
1278660419561889792,"My recent preoccupation has been finding a cute face mask while living in a country that's basically Covid19-free.  I'm just prepping for potentially flying to Michigan for Christmas.  Damn, I need this writer's block to lift.",,
1301631483304706055,"A great Morning with  Dianne Watkinson from @Safer kirklees and Brooke Wike (KNH) educating the public on covid 19 and handing out free hand sanitiser and face mask
#StaySafeAll
@KirkleesMayor
@DarrenODonovan3 https://t.co/4T3qcKIvoM",,
1274202645427871745,"@Odojoe @Publix Technically I “own” Publix so I will defend my company. Publix is following CDC guidelines and county protocols. If a customers willingly chooses to not wear a mask and potentially infect someone, that’s on them. We are doing what WE can without controlling customers.",,
1279872446737215488,@Donbob01 @DawnMar45506877 @Yoder_Esqq @RyanAFournier @rkelleyy @Manny_Alicandro @AnthonySabatini @biller_andy @WarriorGoddes14 @TokyoDave The Centers for Disease Control and Prevention (CDC) have stressed repeatedly that a healthy person should not wear a mask for coronavirus prevention. Federal and local health authorities urge people to wash their hands to protect themselves against COVID-19.,,
1283735207187816450,@GogartyKay @ChrisCuomo @NYGovCuomo Yup your right because when Trump and the #COVID19 task force were talking about doing just that @CNN @MSNBC went nuts saying he doesn’t have the authority to force states to act. How can you federally mandate masks?? Not wearing it would be a federal crime??,,
1299518810773286912,@BreitbartNews Right wing trying to sow more hate rather than just wearing masks that will slow the spread and save lives.  Time to be part of the solution rather that part of the division. #WearAMask #SaveALife #SlowTheSpread,,
1308184929637818368,"@ChuckGrassley Iowans vote Ernst OUT Nov 3 

Vote this Two Face OUT when up for re-election 

They want to take away your health care 

They want to force a radical right wing judge by Nov 3 to strip millions of Americans of hc during the worst pandemic in over a century taken 200000 lives",,
1305035777752039424,@rito13350921 @DrTomFrieden Your post calling masks useless is the most dangerous post. Masks are the best we have at stopping the spread of Covid,,
1307283390433984514,@SadiqKhan we need officers to control public transports in London! we need them to refuse access at the stations when people don’t wear a mask! we need them to give FINES if caught in public transports without face covering! everyday many people don’t wear masks!!!!,,
1301877522603421698,@doumindifi @megalomaniac404 @dodi70 @fmrSeattleite @GwynneFitz Oh the government can not force anyone to wear a mask and by law they can’t ask you why you aren’t wearing one and neither can anyone else or you can sue them for HIPPA violation!,,
1288372724281245696,"@_EBrennan I genuinely don’t know anymore.

It seems you can do pretty much whatever you like, as long as you wear a mask in a shop 🤷🏼‍♂️",,
1291159704798986241,Challenges facing #COVID19 have been unwavering &amp; seem to be ever worsening! Lets improve our workforce to defeat #devilvirus Pass bipartisan ZERO cost #S3599 with #HEALSact! @Senatemajldr @speakerpelosi @sendavidperdue @wearepaha https://t.co/FmWs72AOQw,,
1296130516903759872,Not A Mask In Sight. Now tell me why are we being forced to wear one??? https://t.co/k8vdvEMOhe,,
1299127419023118338,"@Evl_controller @NerdyK9 @markknoller Also fuckface, the protests (NOT RIOTS) didn’t cause any spikes in the virus spread. https://t.co/dAkOMjvjNB",,
1283418361439948803,@Grace_2A_mazing @MinnesotaExpat @JorgeR26950111 @LadyOfTheOcean1 @lostandlovinit @BulldogMama1 @DaniLynLeigh @para82nd_1 @SwoleKyloRen @ElGato15157133 @Pittstock @Rocket_1981 @psfnyc5 @Mongo3804 @SlimJimJohn1 @cbowling4512 @moralsofmaya @UncleScorp @JDW714 @misshellca @Klee34036780 @TomDoubting @wookietim @FairStability @YesPISTLiberty @Vickie627 @gleneverley @Allie4Christ @WealDonoodTwump @Dennisabm @MrFly187 @RooticusPrime @ChiefLizWarren @dawndawn762yah1 @instinctnaturel @ShlomoIndiana @sandycedar59 @ToccyLa @ReadYouForFree @Tam_Resist @OldZethy @ChrisRMincks @4Cocacoladave @CoxeAnne @_hockeyStuff @gorillastyle @BenResists @VehementRedhead @Black_is_back5 @RogerLHaviland When someone u know dies of covid tht's when u might believe. These doctors &amp; Nurses are begging ppl 2 wear masks. They are in the thick of it. It's your decision not 2 believe. Nothing more 2 talk abt. Good luck show some respect 2 docs/nurses.,,
1276901441555378179,"@SebGorka Forced vaccination is the end game. Everyone that is wearing a mask is decreasing their oxygen and increasing their Co2 levels dramatically and over enough time it will weaken your immune system so you will catch the virus or another, bacteria infection and so forth. Covid coded.",,
1247936264550014978,"#WeAreAllInThisTogether #WW3 #covid19 as one humanity. Many still don't see scope &amp; impact of #covid19 yet &amp; keep on fighting over petty things (politics, control of money, selfish preservation, ...) #Covid19 doesn't care, it just want to infect us fast, then kill us slow-ish-ly",,
1301546751497768960,social distancing wasn’t really enforced during school but we had to wear masks in between lessons,,
1277753928126472193,anyone with a modicum of decency and intelligence would have taken control of this pandemic from the onset - we now face an out of control catastrophe #COVID19 https://t.co/wBl62g8Rfo,,
1278894432041877504,"@ltmcdies @AAAALLLRIGHTYT1 @WebOFriends @surveyorX @99freemind @CTVNews Well OBVIOUSLY a surgeon HAS to wear a mask, you knuckledragging twatwaffle. When I go grocery shopping, I’m not performing fucking a triple bypass on someone!!",,
1277653596402847745,"@bignutstinydick @ABC Lol, loving the 13 year old responses. If me caring about others is being a pussy, the yes, I'm a pussy. ""Dear leader says dont wear a mask so I dont"". Whose the fucking sheep?",,
1285997498000015360,@SenSchumer Trump stated his TV task force ratings were better than any other show going and why he is bringing the daily briefings back. It has nothing to with the pandemic and he is only looking for network facetime.,,
1277891119033040897,"WATCH: The #stabbings at the Park Inn Hotel follow multiple warnings about the situation faced by #AsylumSeekers forced into hotels during the #pandemic. 

@PositiveActionH @no_evictions @AfghanHRF @ChrisStephens @alisonthewliss &amp; others are demanding an inquiry into @mearsgroup https://t.co/kGOT9Bf4zO",,
1297046344297861121,"@MachadoRedacted @CBCToronto In a normal world I'd 100% agree. But right now there's a free for all for securing masks thanks to the US. Any kind of investment now will healthcare costs and lives in the long run.  Canadian sourced PPE manufacturing needs to be permanent, this will not be the last pandemic",,
1305233231567089665,"@John_Kass COVID- 190,000 deaths and COUNTING.

Wear a mask

”No! My Freedumb!”

Protests against cops.

More cops have died from COVID than violence.

Who’s the fearmonger, Other John?",,
1223363581443313664,"if only i had loads of money, i’d be more happy to give free masks &amp; other medical necessities to china and to other countries affected by the virus as well. #PrayForWuhan #coronarvirus",,
1282565546618376192,"@GMB Direct from the cdc website:- We did not find evidence that surgical-type face masks are effective in reducing laboratory-confirmed influenza transmission, either when worn by infected persons (source control) or by persons in the general community to reduce their susceptibility",,
1285594069771718656,"covid play
enforce masks
enforce stay at home
enforce mail in voting
biden wins bc you cant prove votes for who voted for who
biden being incompetent steps down and kamala runs the nation
if you cant tell this shit is about 11/5 then youre far more deeply asleep than imaginable",,
1283602836031516672,@LindseyGrahamSC @seanhannity Can't wait to hear some truth being told about how we don't have to wear masks because the constitushun protects us from tyrany. So many sheep think saving lives is worth wearing a mask.  What's wrong with them?,Anti-Mask,English
1295775486619062274,"THIS SUNDAY Steeliebashment,  marlon p marlonp_bk &amp; plumber
Presents

ESCAPE

THIS SUNDAY AUGUST 23rd  2020

Doors open 2pm 
Early arrival suggested 

Social distancing will be in forced
Mask and sanitizer will be… https://t.co/MAqftePZTh",,
1273702847603863552,@TucsonRomero @dougducey I already filed a lawsuit Under the Preemption Doctrine... Can't force people to wear mask the CDC didnt mandate it unelected health official can't enforce it either.. California went though the same was sued papers already been filed with the courts...,,
1281204514608070657,"#Covid lockdown cleaning done 😷 windows washed. The best wee #radicalbookshop in the World re-opens tomorrow at 11 am ❤️💚
As per health &amp; safety masks and physical distancing in place.
#bravenewworld #CaltonBooks #HateTheTories #LovetheNHS #keyworkers❤️ https://t.co/Bvkw261Vse",,
1283205186966695937,CDC says U.S. could get coronavirus under control in one to two months if everyone wears a mask https://t.co/mMOwiiScqp,,
1269209025738158080,Law Enforcement Seized Masks Meant To Protect Anti-Racist Protesters From COVID-19 https://t.co/xZr1ZlK82H,,
1285948398596759554,"Exactly why I consider @SenateGOP &amp; @senatemajldr to be complicit in these deaths with @VP &amp; #45. They’re all guilty of manslaughter; none support federal mask-wearing mandates, ensure testing for all/timely results &amp; enforce social distancing as other nations have successfully. https://t.co/a6SmQv1wbD",,
1294657213177442305,@Incognito7474 @windexthewindow Yep...the ones to lazy to care about their health...are the ones wanting to force everyone else to wear a mask....,,
1303280602444161024,"@WokeasfC I was forced to wear a mask to go into my bank 
(Trump mask of course) Then I was told to take it off so they could compare me to my ID. Jumping through hoops for the New World Order https://t.co/uUmZmlYTEq",,
1300922566996103168,"Bill Gates doesn't like the fact that we have freedom and it's getting in the way of his plandemic.  Just like lockstep scenario by the rockefellers, Bill Gates things China did a great job locking down their people. We should do the same. 
#COVID
#Masks

https://t.co/ZiCSqaFnKM",,
1292238756163051520,@MaherRonan @spressto @KeithAn50223675 @realhansard Alas all history now - but as long as cat living left leaning leftist Lefties can be Left alone to wear masks and force everyone else to stay at home if they don’t conform to their new normality then that’s all good.,,
1303928609011367936,"Can covid go away already, working and wearing a mask sucks",,
1279759745298108422,"@RichforGA And you should be ashamed for not criticizing and calling out Trump, who refuses to wear a mask, and does not follow social isolating rules in his rallies which will spread this disease throughout our country. All of his sheep followers are putting themselves at risk, and others!",,
1281150207519055872,"Agreed. 

Imagine being a child and having to wear a mask all day. Shit we can't get Karen and Ken to wear mask for 30 minutes in Costco. But let's force our kids to do it for 6-8 hours a day. https://t.co/NQ6ZVJUQeA",,
1307786022189772800,"This is Emma and she is a first year education major here at Maryville ! Her mask is from Old Navy! A quote that motivates her everyday during this pandemic is “whatever you do in life, do it with all your heart”. Thanks Emma! https://t.co/ru28QLUyI6",,
1305882320541376512,a relative of mine was caught not wearing a mask inside the car and was forced by the police to choose between to pay for a fine or sweep the road for an hour💀💀 ys i’m in indonesia https://t.co/Zj8WZpjI9f,,
1300199590021541891,"@elladeonRH @kohakoii @SHarp56_ @usamaskmarket Sure, that's why Covid bearing Americans aren't allowed to travel anywhere with over 1000 deaths a day while the mask wearing Europeans have less than 10 a day and businesses are opening life goes on, but you know, we Americans are free to be stupid and make shit up and die.",,
1303255506832830464,@brouse0122 @Swaggg_Daddy @jachristian @sfchronicle I disagree! The videos are social gathering-ANGRY?TRUMP is NOT to blame for Virus lockdown! COWARDLY AMERICANS are! Stupidity in masses!  MEDIA! Really? THINK!! Pelosi &amp; DEMS ARE throwing shit in faces! WHAT IS DONE TO THEM?  ABOVE THE LAW? ABOUT IT?? FREEDOMS? CONTROLS!!  WHICH? https://t.co/kEBijmMqNN,,
1294632688452800512,"We’ve given out socks with ear loops to serve as masks for our tremendous educators! The best news is they are free!

The goal here is to teach our students how to repurpose and recycle items, especially in a pandemic.

#whenlifegivesyoulemons",,
1286945119069859840,@Tokyo_Tom @SheepKnowMore Empty psyop: The same type of face masks that the UK government is mandating people wear in shops from July 24 onwards to protect against the spread of #Coronavirus specifically state on their packaging that they don’t protect against coronavirus. https://t.co/xK68OoTAnn,,
1221445375069954051,"Coronavirus: Influencer forced to apologise after recommending bat soup linked to virus https://t.co/T3K6CcmcJX

Lets face it they eat rubbish so its not surprising we have coronavirus plus an overly secretive and corrupt government so basically we are all doomed",,
1281863114464522240,"Covid discussion w Dr. Marissa Heisel

14:53 Silencing doctors
20:00 Lockdown absurdity
25:17 Fear
28:58 Phases of control
35:55 Censorship
40:00 NPCs
50:53 Voting on mandatory mask
54:26 Tentacles of control
57:37 Homeschooling
1:00:17 Caught in a trap
https://t.co/CYKV9sBSiv",,
1280211732519149568,@realDonaldTrump @realDonaldTrump please do something about the mandatory mask requirement... I cannot go back to work because I will not and cannkt wear one. My kids will not go back to school either being forced to wear a mask😡please address this.,,
1302690380304056337,"Gee, I wonder who they voted for? #COVIDIOTS
Bay Ridge Couple Forced Off NYC Ferry In Handcuffs Over Refusal To Wear Masks - Gothamist https://t.co/kVYY9NnDFf",,
1310068806467846145,"@gaborrr @RealJamesWoods I hate to interrupt the Scumbag's important breaking news, but the nut jobs on the left side of the image need to wear a mask &amp; social distance or not ;). Btw, more than half of States are experiencing a drastic uptick in Covid cases. Stay safe! Believe! https://t.co/FjEvfstxY3",,
1291791452129943557,this is so frustrating especially for me who had larger than normal boobs growing up. no matter what I wore it was always “too much” &amp; I always felt forced to wear sweaters or cardigans while living in MIAMI where it’s 80+ degrees almost every day https://t.co/L0HbI1C9kh,,
1284943918451359744,"""Trump could no more declare a no-mask mandate than Biden could force the entire country to wear masks. It’s all just political theater.""

Crucial point from @davidharsanyi:

https://t.co/SD2sinub2i",,
1278868050775703552,@LesliBoldt Whatever it takes to get him to wear a mask. If Trump wants to think he's the Lone Ranger wearing a COVID-19 mask then let's let him. It's unfortunate actor Jay Silverheels is no longer with us. As a Canadian in the USA I'm sure he'd give the idea a hearty thumbs up.👍 https://t.co/IIm2Y6tQUw,,
1279129992836911110,"No masks, no social distancing....things are outta control over at the mall, I tellya. https://t.co/hhtQhlREmN",,
1306039870788313089,"I don’t get it. This deliberately obtuse decision to hate, to condemn in bold defiance of the facts, the proof, staring people in the face?!?!? 😭 https://t.co/mPVQFLSqdr",,
1297958621226115072,ICYMI #MarTech News: Facebook is launching Paid Online Events free for SMBs seeking to survive the Coronavirus crisis. Users may use Paid Online Events to monetize live online events via a charge that’s collected when guests register to attend. https://t.co/9qU3hlxGQN,,
1273053612432928773,"In my opinion, any Governor that opened their state too early and has not enforced masks, social distancing, etc. is guilty of negligent homicide. https://t.co/eIKpnvwsZc",,
1277973132150583305,"@seanhannity Just saw you on TV saying to wear a mask, can you clarify? 

Isn't Coronavirus a liberal hoax that we need to rebel against by giving the middle finger to mask-wearing sheeple?

That's what FOX news has been saying this whole time.",Anti-Mask,English
1289045642380279809,"The focus should've been on the vulnerable, NOT mandating the healthy to wear masks or else... CDC's intention was to slow contraction, not prevent it...who needs rights anyway. Thank you for locking us in our homes and taking our freedoms. so much for herd-immunity 
@GovTimWalz",,
1278412741552640001,"*shame* on restaurants that rushed back to dine-in, but wow.... man, the constant flash re-closing and re-openings are just extra burns to already shot small-business finances. Next to zero federal assistance AND zero warnings for your workforce... everyone got egg on their face. https://t.co/vD0lQDF0nF",,
1284105623752384516,"The CDC said mask didn’t work originally.
Then said JK.
The CDC says whatever is expedient.
Also what does “controlled” mean? https://t.co/2EeVed5cDM",,
1279252336142147586,"@robbieokid @wadevstheworld @Yolizzie1 @enginesucked @madflavor ""Ultraviolet (UV) rays are part of sunlight. Studies show that UV light can be used to kill airborne COVID-19 particles and disinfect surfaces....""

https://t.co/RGRr7KqIHP",,
1301802880958107648,"@KatEdmiston @Lukewearechange @NeWorldDisordr Actually we have the freedom to move about and engage in society. You don't get to remove peoples freedoms because you are scared of something. 

Meanwhile the CDC revised its figures to show only 9200 in the US died from Covid. But let's keep pretending its a pandemic.",,
1284035614317453312,"Makindye Division Reinforces Fight against #COVID_19 
#ChimpReportsNews #UgandaNews #Uganda #Featured #Makindye @MinofHealthUG #StaySafeUG #Tonsemberera #WearAMask #Masks #COVID19UG #WashYourHands #FridayMotivation #News
https://t.co/HkCzyBLQPF https://t.co/lkw0wmfEFg",,
1300152490059534336,Today I rode the @OC_Transpo 14 bus from downtown to Tunney’s. I don’t understand the complete lack of masks on that route. Masks can be obtained for free or cheap. You’re just being an asshole. #ottnews #COVID19,,
1234953428469612544,"@DionLimTV Hypothetically, if we all assume we might be infected, wouldn’t wearing a mask be helpful in controlling the spread of corona virus? I know wearing a mask doesn’t prevent you from getting it, but at least containing the spread.",,
1298998845855031301,"In our upcoming webinar, @Facebook and @ResilienceFirst will work together to produce a UK version of the small business resilience guide. This webinar is free for ICAEW members &gt; https://t.co/M0ja3IKerE

#icaewWebinar #COVID19 https://t.co/lExD0dI3ef",,
1286966278159241216,"Sick of people saying they are not wearing a mask. I wear clothes when I go shopping. I would be thrown out and arrested if I didn’t. 
Freedom or selfishness? You decide.",,
1288851822539673602,"@samclawrence @WalshFreedom Actually, it does protect the wearer by reducing exposure. Why would cancer patients undergoing chemo wear a mask to protect themselves from exposure to even common viruses that can kill them if it didn’t. Just stop with the ignorance.",,
1307351665964613639,"@VeraEtches I work in a gym, and way too many people claim medical exemption so they don't have to wear a mask. Honestly, as I see them work out vigorously there really can't be an exemption. While travelling to different areas of the gym. Masks should be enforced but cant cuz of exemption",,
1272736321161826304,@JonStanich @Megs0108 @ScottGottliebMD Ya you don’t wear an N95 for all viruses at all. (Ex the flu) But whatever.,,
1281727158986014720,"@republic Thnks to them n China plus Indians that India is free of corona virus
I have seen the heights of stupidity By Indians
Not wearing masks or wearing improperly or just carrying in their hands nd then passing judgments over right or wrong or covid ko kaise tackle krna chahiye tha",,
1282805330615967751,"Manitoba is now down to its last active case of COVID-19. Social distancing, staying home, and wearing masks SUCKS, but it WORKS. https://t.co/gbBMapQy99",,
1280813161189388288,New post (Coronavirus second wave: Israel faces lockdown as expert admits 'we have lost control') has been published on NEWS - https://t.co/5LLqaajw94 https://t.co/m0kF8KXcO2,,
1310557585330696193,"Is #danandrews insane?? He sounds it in this interview.  Of course someone in regional Vic going fishing, hiking, whatever activity without crossing paths with another human SHOULD NOT HAVE TO WEAR A MASK!  Has Victoria gone mad? No, the premier has.  #DanMustGo #springst #auspol https://t.co/2zyAKLdbMu",,
1278465933439361024,"@Revelation118 @GovChrisSununu Exactly what tests are you talking about? If this is the case, doctors should be dropping like flies given they are wearing them 8-12 hours a day, every day.

Suck it up, buttercup, and wear a mask.",,
