Tweet ID,Full Text,Mask Sentiment,Language,
1238952917132066816,"Chinese Billionaire donating 1m face masks and 500k testing kits to the US. 

What are Trump and his friends donating to #MAGA? 

#CoronaVirus #COVIDー19",Neutral,English,
1289021960563957760,"‼️Better With Sound‼️

#coronavirus #WearAMask #WeAreTogether #COVID__19 #COVID19 https://t.co/zxi3ZluS6B",Pro-Mask,English,
1276293628768538626,Yes and no reruns please! #maskup #staysafe #stayhome #bekindtooneanother https://t.co/aMVCKwQEYu,Pro-Mask,English,
1279540818131501059,"@HopeAldridge @GrahamLetto @CBCNL @JohnGushue @avalonmall What is amazingly stupid??  Why would anyone wear a mask when there is zero cases of covid 19 here. Zero. No virus, no mask.",Anti-Mask,English,
1297518451242672128,"@bvendig @JRubinBlogger @realDonaldTrump It’s a flat out lie! Only in the US do they count a COVID death for someone killed in a motorcycle accident or by suicide, because they tested positive. Anyone that believes the death count directly from COVID over 100k is a a typical sheep driven by fake news",Unrelated,English,
1272778595921006593,"Por cierto, durante los meses que este señor estuvo de baja entre la vida y la muerte contagiado por el coronavirus, nadie de la Dirección General del organismo al que pertenece se interesó por su estado.",Not Sure,Other,
1274312396979437577,Cerca de 460.000 muertos por coronavirus en el mundo → https://t.co/kpSzPCYSBX #VocesySonidos https://t.co/I67TnPZ30x,Not Sure,Other,
1289683442142085121,"Wear a mask! 

Next time it could be YOUR family. 

#WearAMask #CoverYourFace #InThisTogether #Covid_19 https://t.co/WJlRblxEoS",Pro-Mask,English,
1256630293835939842,LIVE: Domestic abuse victims in England to be offered priority housing | Politics News | Sky News https://t.co/HuSN4b9S1q,Unrelated,English,
1248263647270404099,"@MinPres @hugodejonge ALLEEN FFP2 mondmaskers voor IEDEREEN, kunnen de proliferatie van het coronavirus, EN de onvermijdelijke heropflakkering, zodra de huidige maatregelen worden opgeheven, in de kiem smoren! Het is haalbaar op korte termijn, mits een 'Marshall plan' ! #FFP2mondmaskersvooriedereen",Not Sure,Other,
1262718075629158400,"Since #COVID19 is a scam, please don't wear face masks. Just go about your business like nothing is wrong, its you and your family that will suffer from your ignorance. #EndCovidScamNow is not only stupid, it is laughable.

#COVID19Interventions #AsoRockisActive",Anti-Mask,English,
1298240780935598080,"@politicshome Forcing kids into unventilated crowded classrooms without social distancing, masks or track and trace is madness.",Pro-Mask,English,
1278635337636622336,"@DailyCaller Impound the car.
Sell it for scrap.
Ticket the BLM protester for jaywalking.
Check for Russian bounties.
Wear a mask.
That is all.
❤ 🇺🇸",Pro-Mask,English,
1292419919167008770,"@Independent Not necessary to single out anyone for special protection against pandemic. All need equal protection against COVID-19.
https://t.co/Gd9nn1w64J",Unrelated,English,
1269418697795399680,"@BlewideScorpio_ @MateoFraz @ArronJohnson @BridgetPhetasy Who gives a fuck about the media. People that die are not coming back.  Covid doesn’t care if your democrat, republican or a trumpster. If you can’t simply social distance and wear a mask to protect others than it shows ones true colors",Pro-Mask,English,
1275680928807956483,"Corona cepat lah hilang,
Masker ini menghalangi senyum manis ku",Not Sure,Other,
1252867689703301120,"We know, that it needs no #heroes with capes to protect people these days, but technical measures and collective action: According to ideas of @FabCityGlobal, we develop #opensource containerized #mask production lines to stem #COVID19 &amp; give #masks4all! | https://t.co/FuRKqyjecA https://t.co/U2YbZpL9Fw",Pro-Mask,English,
1242110970744487936,"@GMelipilla @ministeriosalud @RAMIREZCHILE @munimelipilla @MCuracavi @muni_alhue @SanPedroMuni @MunicipalidadM4 @RadioPrensa @portaldemeli ¿Este es el plan para el Coronavirus? Cada muerte la pagaran por su ineptitud. Ya no hay gobierno, les queda poco. https://t.co/sqSlDCWzUQ",Not Sure,Other,
1293372663797182467,"Another reminder to stay the fuck home, wear your mask and wash your fucking hands.... never know who it’ll get next :(",Pro-Mask,English,
1276609659072217089,A man who turns his back on American citizens during a pandemic will turn his back on men and women in uniform. https://t.co/X1N34UnVoW,Unrelated,English,
1280108783893700608,What's your COVID story? #AllTogether #Wowzi #HumansOfWowzi https://t.co/yMipMBruvG,Unrelated,English,
1293298149101109248,"Look, employees in this industry are treated pretty bad, the game needs more time, and there’s a pandemic.
They’re doing the best they can guys, why are you going to hate on them for making an ethical decision? https://t.co/7zZwyoF4Nd",Unrelated,English,
1287296736113889280,"Are you still sleeping?? Wake up. Time to choose! If you were to go for a dark-themed room, which would you choose?
 A or B
btw, #MaskOnChallenge is still ON post your cool picture with your Mask On and SHAREEE! &gt;&gt;&gt; https://t.co/6ZbFmVAZ38 https://t.co/OtIaBdnkDz",Pro-Mask,English,
1293320951308877830,"(THIS CANT BE MADE UP?!) 🤣

A woman claiming to be from the 'Freedom To Breathe Agency' filmed telling a grocery employee that she could face legal action for making people wear face masks https://t.co/b5dAVqaqB5 via @thisisinsider",,English,
1277069973001666560,Free Reality Winner! https://t.co/f0uQGUOwZu,Unrelated,English,
1292370731284692992,Mit billig herzustellender Schutzausrüstung wie Masken ließ sich in der Pandemie viel Geld verdienen. Auch der österreichische Staat gab mehr als hundert Millionen Euro aus. Ein Blick ins Innere des Geldrausches. https://t.co/mggIlSrIo8 via @daswasfehlt,Not Sure,Other,
1281555180434194432,"Please watch this. And please, do your part and #wearamask in indoor public places. 🙏🏼 https://t.co/AMp8UDmC7G",Pro-Mask,English,
1276933534754709505,"Hansi Flick: ""I am just proud of how we played in the past months. The season went perfectly for us. We were of course very relieved that we could continue playing after the Corona break. The Bundesliga went ahead in Europe. In this respect it is a very special title for us."" https://t.co/4rhGGHwytn",Unrelated,English,
1289499127777173505,"Dear UK Media, I don’t think these ppl are celebrating Eid. Can you focus on this lot instead of constantly showing Asian ppl (specifically Muslims who are actually shopping and distancing and masked up) when you’re showing areas of the North. @PHE_uk @SkyNews @BBCNews @itvnews https://t.co/tB4zylH54T",Neutral,English,
1251962884730617860,"@PaolaVaresi Secondo me, per riaprire, bisogna aspettare il vaccino. Nel frattempo, lo Stato, fino ad allora dovrà aiutare economicamente gli italiani, chiedendo aiuto all'UE! #COVID19 #coronavirus",Not Sure,Other,
1281306807810633730,"It's simple if you are required to wear a mask to enter any premises just wear a mask, it's not difficult and you could be helping others around you.",,,
1249356212694630403,"Damn. Can you all just stop fighting. 

There’s a global pandemic out there and people are dying. 

🙄",Unrelated,English,
1291821725240483841,"🚨 DATOS OFICIALES 🚨

🇮🇨 Las Palmas de Gran Canaria se acerca a los 100 casos activos de Covid-19

https://t.co/lg3GnrOVvL",Not Sure,Other,
1297943109972582400,"PHUGGU JAB PHARWNA HI THA CHUP CHAP PHARWA LETI
20 BJP NETA KO BULA K NAWTANKI KUY

#Boycott_Kangana #JinDeservesBetter #COVID19 #BJP #Congress https://t.co/gALs4diFaw",Not Sure,Other,
1282676137584402432,"The Canadian/USA border.. people if you want it to open up so both sides  c their loved ones... USA has to get things in check.  Wear a dam mask, stop listening to Trump.. Do what needs to b done, &amp; get over urself &amp; what u want... it’s about what’s good for everyone not just you",Pro-Mask,English,
1223265172606930945,"All day at work today people have been coming in asking to buy face masks because of Coronavirus. Don’t have any and they won’t help unless you have a special anti-microbial one! And you’d have to cover your eyes also, else there’s zero point 🤦🏼‍♀️. And no, your flu jab won’t help!",Anti-Mask,English,
1290066140673134592,The Risk That Students Could Arrive at School With the Coronavirus https://t.co/UKtKq8qLNR,Unrelated,English,
1292111030777188367,"🧳 Anyone else have to break the news to their luggage? 🤣
.
.
.
#notravel #travel #quarantine #2020 #emotionalbaggage #luggage #stayhome #comicrelief #laughteristhebestmedicine #maskup chelle_bradford https://t.co/DH0hNboojA",Pro-Mask,English,
1270891888644550659,All it takes is a mask and some distance and we will beat it. https://t.co/mm2kMfPeBF,Pro-Mask,English,
1247406050082304001,"@humas_pamekasan #PolriHimbauPakaiMasker 
Agar Tak Terpapar Corona",Not Sure,Other,
1280150859716820992,Wear a damn mask! https://t.co/kRiHoM1Vrj,Pro-Mask,English,
1224918676291256322,"Virus corona: Seberapa efektif masker mencegah penularan? Selain menggunakan masker, WHO merekomendasikan untuk cuci tangan sesering mungkin, hindari memegang tangan dan mulut, serta menjaga daya tahan tubuh.

 https://t.co/E96ijoG4Jx",Not Sure,Other,
1273104807209943046,"I PROPOSE THIS MESSAGE ""Corona virus theke bachte chai mask,bhalo bhabe haat dhowa aar samajik duroto bojay rakha. Dorkare Rajya Help Line No..... Central Help Line No..... Call Korun.""",Not Sure,Multiple,
1235486652388315136,Heel hard niezen naar mensen met een Mondmasker zou best een leuke hobby kunnen worden ... #coronavirus https://t.co/EPQ2651XTR,Not Sure,Other,
1232236928726110209,"🎲 Игорный бизнес и геополитика, или Кто кому Рабинович?
♨ Каким образом геополитическая расстановка влияет на развитие игорного бизнеса, читайте в материале 👉 https://t.co/ANKzo9hoIz

#BET #Gambling #blockchain #crypto #bitcoin #Coronavirus #новости #сми #обзор https://t.co/6n5ltFBJQO",Not Sure,Multiple,
1261737996161814528,Universal Face Shields for COVID-19: The New and Improved Mask? https://t.co/TIbLW2PNeT,Neutral,English,
1293003856624967681,"There's only one thing I'll miss after this pandemic scenario ends: the masks. I looove not having to put on make up every day for work. 😷 
All the rest I just want to forget. 100.000 deaths now in my country... I'm so sad for everyone... 😔",Pro-Mask,English,
1287884389158776833,"I can’t believe how big this dudes following is. Embarrassing for our country honestly. He literally gives no facts, makes up a bunch of stuff, shows tons of bias, and frankly just comes off as an idiot. “Many doctors say masks could kill you” is a thing he actually says. https://t.co/KlrAtRkTWg",Neutral,English,
1257408093757100032,FG vows to prosecute violators of social distancing order and use of face mask https://t.co/ktbzXT2vPK https://t.co/aliXvmysmN,Neutral,English,
1294115875352715264,"@TAltgeld @derspiegel Letztendlich ist es doch sehr aussagekräftig, wenn man mitten in einer Pandemie nationaler Tragweite Masken verschenken will, während man in Dauerschleife seine Besorgnis zum aktuellen Infektionsgeschehen kundtut.",Not Sure,Other,
1297760458494091264,"Cutting many important trade deals, enacting protectionist policies, murdering foreign nationals with drone strikes, badly managing COVID spread thus extending no fly and limiting international business, leaves you with how many allies that will want to return to the table?",Unrelated,English,
1271839134181552130,If your scared stay home. I refuse to wear a maxi pad on my face. https://t.co/a1FdCmpH5J,Anti-Mask,English,
1281238648550068229,"#Furniture demand grows in COVID-19 era; #Pepperfry, #GodrejInterio see tailwinds https://t.co/KFDsIgu57z",Unrelated,English,
1286822141757988867,@daveweigel Covid mask. Ha. Man’s a right rhetorician.,Neutral,English,
1280633364140240902,"My 3yo watching videos of people having tantrums due to being asked to wear a mask, he can immediately identify them as “naughty people” and even knows we “give people space” if he can get it, you can too #WearADamnMask #COVIDー19",Pro-Mask,English,
1288841046617542657,"Coronavirus cases hit 17 million worldwide after setting new single-day record! Fall coming, indoors = greater infection risk! Social distance! Mask!  @jkenney @JustinTrudeau @RachelNotley #Ableg
https://t.co/va0VbBoapQ",Pro-Mask,English,
1299716617216110592,"Come to #HappyManTree Bank Holiday #FestiviTree!
Tree related art, stories, fun🎉
@treeruss of @TM_Hackney &amp; @AncientTreesATF on London planes💚🌳
🎶Radfax Band &amp; @MrArtTerry🎶 
Discussion on building around trees💬
Cake!🧁
Social distancing &amp; masks😷 2/3",Pro-Mask,English,
1292702936045412353,#maskupmonday be safe out there and don't be a prick if asked to wear a mask in a shop. Let's try get the numbers back down. We all want normality again ASAP,Pro-Mask,English,
1280620806431621120,@afginastan Lmao I didn’t think there was a limit to that. But also I thinking of this in reference to that whacko that flipped out on the old lady who asked him to wear a mask,Neutral,English,
1284036803704561665,"@cuban_manny @ChrisMo37540912 Get them out now! The hospital gets 39K if they die, and mark it as covid death.",Unrelated,English,
1247930635752177667,"While The World Falls Apart, China Has Sold Over 4 Billion Masks Since March https://t.co/CLvpTotwls",Neutral,English,
1222762194636591105,That is gift form God China got  coronavirus  because they say no one can wear hijab and  diqab https://t.co/tVzPGGnlZZ,Unrelated,English,
1284812480909381633,"Wonder if the people losing the plot over wearing a face mask actually just have a limited experience of work. Loads of jobs require us to wear some form of H&amp;S/hygiene equipment; cleaners, cooks, decorators, builders, carers. Genuinely don’t think most people are angrily opposed",Pro-Mask,English,
1288670982031519745,"https://t.co/vmmQQ7X3oI
#Masks4Sydney",Pro-Mask,English,
1285182276649644032,FamilyMart pon masuk tulis nama je. Suhu tak amik. Ramai pula tu masuk tak pakai mask siap bawak anak2 masuk beramai2. FamilyMart tu kalau besar mcm mall takpe la jugak ni kecik je. https://t.co/xUwV1iZgEk,Not Sure,Other,
1294598192764338176,"Pull the brake': Unease as more than half of COVID-19 beds in Jakarta in use

Much of the active Asian nations suffering increases are because of deniers who won't follow guidelines.

Wear a mask properly. https://t.co/cXRQJZ3ukG https://t.co/mtjWL2yU53",Pro-Mask,English,
1283908130955460615,@JohnPaxon8 @YadiryG @SonnyKissXO i don't wear a mask because i'm scared to get sick. i'm young and healthy. i'll survive Covid. I wear a mask because it could potentially save someone else's life. that's how compassion and empathy works. caring about other people at the sake of something that doesn't effect me.,Pro-Mask,English,
1260365297401294849,@SenatorLoeffler @realDonaldTrump @POTUS https://t.co/hn4nFhrrQ1,Unrelated,English,
1281765927332323328,"Gráfica de los datos del #COVID19 en el mundo.

4,707,149 enfermos activos 
(92,824 más que ayer). 

Datos verificados y actualizados en https://t.co/WD4NqnAb2D https://t.co/zHZFa1b5hh",Not Sure,English,
1278514008010756097,Is the problem with social bars.  It's not considered cool to wear a mask and to social distance. it's not going to impress the ladies. Therefore people are not going to wear the mask,,English,
1274680464142471174,"@Karl_Drabbe Spontane viering omdat (bijna) 2 weken na de manifestatie in Brussel en de #BrusselsLootingMarch de #COVID19-cijfers zo puik zijn. [En na drie maanden winkelen id supermarkt, meestal zonder masker]",Not Sure,Other,
1281358321908252672,"@TheQniversity Forced to wear a mask while at work.... healthcare. However, when not in patient areas, I take it down so as not to get hypoxic. In my office, it's off. I get the ugliest looks from the nurses around here. Makes me laugh actually. My brain really loves oxygen. 😊",Anti-Mask,English,
1282911016553254912,The pandemic came through for Madrid,Unrelated,English,
1279663837419941893,"@DrRPNishank @narendramodi @AmitShah @PMOIndia @HMOIndia @HRDMinistry @mygovindia @transformIndia @PIB_India @MIB_India @DDNewslive #UGC Sir Please  #Promote #Undergraduate  Final Year Student For Covid19 🙏🙏🙏  sir please  #promote, sir please #promote #Undergraduate Final year student please 🙏",Unrelated,English,
1243623496623820800,"@First_alphas @theolaoflagos_ Hustle o, so corona go be like malaria when next it hits.",Unrelated,English,
1276352718525935617,"@GovMikeDeWine With all due respect, sir: we need to institute mandatory wearing of face masks. Almost 4 months into this pandemic, I still see too many people putting the rest of us a greater risk by not wearing one.",Pro-Mask,English,
1276685746410270721,"#MurdererInChief @realDonaldTrump is killing off lots of #Trumpanzees ! That’s a good news story, and it’s their karma. They chose him, they swallow his lies, they won’t wear masks. Live by the Traitor, die by the Traitor. #TrumpIsKillingUs https://t.co/krfgFFcG65",Pro-Mask,English,
1220449387337388038,Recommend wearing an N95 or higher level mask but even simple surgical masks can give some protection in a viral outbreak #Wuhan #WuhanOutbreak  https://t.co/X9SO460XfZ,Pro-Mask,English,
1228060258142171136,"@MelgarejoA7 eso no es nada man, mi novia vive en china por ahí",Not Sure,Other,
1289283940860092416,"We must do our part to make contact tracing easier. Wear a mask indoors in public &amp; download this incredibly non-intrusive app. That's basic decency. 
 https://t.co/jqZuNwHcaJ",Pro-Mask,English,
1292500615529213953,#Masks4All https://t.co/IdHqm8GekV,Pro-Mask,English,
1297339827608641536,"@MuseSeeking @NaturalGrocers In the mean time, we DO know that face masks are effective. 

And even the article you linked agrees that face masks are better at source control. Also that face masks provide much better protection from aerosols. There is mounting evidence that covid-19 is spread by aerosols.",Pro-Mask,English,
1285042526093742083,"giat pembagian masker kepada tukang becak , sopir angkutan dan pengendara R2 di saat masa pandemi covid-19 
.

Stop pelanggaran 🖐
Stop kecelakaan 🖐
Keselamatan untuk kemanusiaan… https://t.co/vUp5mSbgZr",Not Sure,Other,
1255110655524458497,You selfish bitch I’ve stockpiled £2.5k of PPE equipment including 500 pairs of gloves and 100s of masks – I don’t care if the NHS run out https://t.co/NDTnfTCnYv,Pro-Mask,English,
1271277363876282368,"@KenoshaCounty Close the Biergarten at Pet's
Zero social distancing.
No masks.
Enforce Kenosha County Policy:
We continue to ask residents to keep distance from others, stay home unless absolutely necessary, and practice healthy habits...",Neutral,English,
1245599343752683520,"Day 2⃣ of #30days30ways and Its time to party! 

You've nearly made it to the end of another week in lockdown. Why not make a playlist full of your favourite tunes and dance around your kitchen, do a workout or simply sit back and enjoy the music 🎶 #WeAreBath https://t.co/NbL33X8sX5",Unrelated,English,
1298138575192469504,"@Asher_Wolf @FatherBob Disappointed because I respect your profile. It is only for health measures eg quarantine measures, mask wearing, social distancing enforcement. Much needed with the RW push to undermine every health measure for their own selfish political games. We need ext. to fight this virus.",Pro-Mask,English,
1299101904744529921,I know I caught it in March! I flew through the south right after Mardi Gras. No masks were being worn at the time. https://t.co/Z6y6L4CiYH,Neutral,English,
1290523801348972544,@Liam_J_McIntyre All these anti-maskers act like we’re being silly or that this is some form of oppression and yet if you tell them you have COVID or have been exposed to it they recoil instantly.,Pro-Mask,English,
1262482856825303048,"Even in the middle of the worst man-made pandemic #COVID and after 2 months of complete stop of economy Dow today looks better than it was at the height of @BarackObama presidency in 2016. @POTUS has that magic wand that you, Hussein, couldn’t find https://t.co/H2sqM9tE4S",Unrelated,English,
1279073493771063298,"A beautiful visitor to our backyard! Just chillin’. Take a breath, everyone, it’s all gonna be okay. (and wear a mask) https://t.co/qlw4XhyYJX",Pro-Mask,English,
1247804303755997185,"Privacy Cannot Be a Casualty of the Coronavirus https://t.co/2KH5Eixj84 Sure the dystopia is upon us (&amp; all of us must wear masks &amp; also there’s still no widespread testing), but it’s nonetheless very comforting when NYT speaks using what sounds to me like @sarahjeong’s voice.",Pro-Mask,English,
1290885888881446912,Louie Gohmert says his mask gave him Covid. I was going to say something mean but I have to remember #HumanityFirst meaning I should be nice.,Neutral,English,
1297284845115244547,@DanCrenshawTX https://t.co/rHaKD4hqGH,Unrelated,English,
1276029806086426624,"SOLOOOOOOO PREGUNTÓ.... Y EL CENTRO CÍVICO GUBERNAMENTAL, DIJERON Y AFIRMARON QUE LO HIBAN O VAN HABILITAR PARA CIUDADANOS DE LA JONDURAS DE HAYA SEAN TRATADOS POR EL COVID.... SERAAAAAAAAAA SERAAAAAAAAAA VERDAD #ADONDEESTANUESTRODINERO #BASTAYAAAAAAAAAA https://t.co/OeBiI0r5oG",Not Sure,Other,
1264372179048771585,@JoshuaZed1 @BillMil99619282 @TheJordanRachel @Notyour28981739 The masks handed out have 0 effect on the chances of someone catching coronavirus as stated on the side of all face mask boxes.The virus particles are able to pass through both ways and would not serve to help anyone.,Anti-Mask,English,
1261455900390424576,Speak Up! San Diego Supervisor Challenges the California Governor's Stay-At-Home Order https://t.co/bE16NovlH9 #Qanon #WeAreTheNewsNow #FactsMatter #WWG1WGA #WakeUpAmerica #UnitedNotDivided #SaveAmerica #GreatAwakening,Unrelated,English,
1222892526740205572,Can warner pls postpone Twice's japan fanmeeting too? Especially since Mina is suppose to join them. It's so dangerous. https://t.co/fX7hW3bx7X,Unrelated,English,
1295185654868041731,Coca Cola the kids love granola wear your mask dont get corona,Pro-Mask,English,
1263166542407249927,"@sejordt I thought this was an interesting point in the story 
""The additional $353 million over six months for the logistics tail, which includes the price of employing and training technicians, is equivalent to the retail value of 278 million new N95 masks.""",Neutral,English,
1283087325732405251,@NJOYDE Wenn ich doch JEDEN Tag jede Nachrichten #COVID19 höre muß jetzt Vorsicht für JEDEN gelten. Damit wir nicht noch einen höheren Preis zahlen appeliere auch in Feierlaune und sei ein heutiger Ritter! 🎠 Denken wir auch an die wirtschaftlichen Nachteile eines weiteren #lockdown’s...,Not Sure,Other,
1271757787001950209,Where are the masks and social distancing? https://t.co/xqymS1SWth,Neutral,English,
1272178948009492481,So we opened up #bostonstrong this weekend. We #wearamask and #socialdistancing ❤️ with #family 😍😍😍 https://t.co/4NwtGTKRCy,Pro-Mask,English,
1273914370515513345,"WHO laments COVID-19 impact on women, girls in Africa https://t.co/QICQ3rstlj",Unrelated,English,
1288488655137517569,They are just a bunch of smart asses that think they are above wearing a mask. Is it cruel that I hope he suffers greatly? https://t.co/wME7sr610v,Pro-Mask,English,
1291701648860024832,Of course Scamona doesn’t know how to wear a mask properly 🙄 https://t.co/KTS6klW0xb,Neutral,English,
1275662810299719684,"@GovInslee inslee you are the biggest fucking pussy ive ever seen, ill bet you all those freeloaders in the CHOP arent social distancing and wearing masks, yet your pussy ass allows them to be there, fuck you, fuck you mask, and fuck your mother",Pro-Mask,English,
1271490268710215683,@ntvuganda I choose not to blame the people only but the state too. Those people are trying to look for food indeed. But the public should atleast observe the guidelines as they look for food eg puting on masks. If you can buy a mask make yours locally if you can't still then stay home ahh,Pro-Mask,English,
1252930665923911680,@michaelgoodier Tbf would much prefer everyone wearing masks and the lockdown being lifted ASAP,Pro-Mask,English,
1285255282524749824,"@MoHFW_INDIA Warns N95 Masks with valves.
The use of valved respirator N95 masks is detrimental to the measures adopted for preventing spread of coronavirus as it doesn't prevent the virus from escaping out of the mask
#N95 #masks #coronavirus",Anti-Mask,English,
1279474077233709056,People who are able to get a doctors note stating they cannot wear a mask are the same people who should most definitely be wearing a mask. Just sayin’.,Pro-Mask,English,
1244511472677355527,"@Metro_TV Pak @jokowi !
@mohmahfudmd @BNPB_Indonesia
@KemenkesRI 
@DivHumas_Polri
@Puspen_TNI
@antaranews
@Metro_TV
@tempodotco
@detikcom
Mohon batalkan rencana karantina wilayah, ganti dgn kewajiban seluruh rakyat pakai masker di tempat umum
Ini dasar ilmiahnya: 👇
https://t.co/b2e9VlByvo",Not Sure,Other,
1272823136325681152,Live updates: FDA yanks emergency authorization for drug touted by Trump as covid-19 treatment INSTOCK HERE ==&gt; https://t.co/n8oWlcKo0x  #coronavirus #mask #covid19 #surgicalmask #deals #facecover #discount #deal #NintendoSwitch #switch #gaming https://t.co/MQYFvTM8aU,Neutral,English,
1282676691459080193,"@broderickmills3 Wear a mask if you wish. I suffer from breathing problems,",Anti-Mask,English,
1285539700103696384,"""Use máscara"" é o antigo ""Cuide-se"", mas é  interpretado como ""Tô dizendo pra usar essa coisa""... E tds enlouquecem. Uma pena.
* * *
""Wear a mask"" is the old ""Take Care"", but it is interpreted as ""I'm telling to wear this thing!""... And everyone goes crazy. A pity.",Not Sure,Other,
1282071924202512385,"@business Liar Corrupt Racist Criminal @realDonaldTrump going to Walter Reed Hospital on a Saturday the Day of less Patients going to there &amp; place less People of COVID-19 are there to be treat for it, only He go there to get Photo OPs with a Mask, Does He going use it all the time now on?",Pro-Mask,English,
1265280647263813633,"Coronavirus: 'I see a lot of people, I don't see any masks' https://t.co/g2WRkCSyTY",Neutral,English,
1288365928921681922,"@Mirandola59 @cocchi2a se cambia opinione e' sinonimo di intelliogenza.
solo i robot come  i politicanti rimangono sempre nel loro pensiero imgrippato.
https://t.co/3qbjeOVTtR",Not Sure,Multiple,
1284001354218975234,"@PPahkah @washingtonpost @PressSec You're joking, right? There is absolutely zero science that says cramming people into small rooms for hours at a time is a really great thing to do during a highly contagious pandemic. Utter lunacy.

""It is a tale. Told by an idiot, full of sound and fury. Signifying nothing.""",Unrelated,English,
1237493446484475904,Why is it that wearing a mask in US culture is so abnormal at this point? Shouldn’t we be wearing respirators? #COVID19,Pro-Mask,English,
1233888881956794369,"@james1chas3 @YoungLaria @Cernovich sorta - droplet infection also includes fomites/surfaces, so washing hands, covering mouth, not touching face plus staying home when sick is best. consider more research on N95 mask training &amp; limitations since a damaged mask is useless",,English,
1281826735437369345,"1933 is now ! 
Don’t ever say we didn’t warn :
Our book #YEHT is out and animations - 
your choice to ignore. 
We each choose our own path…
#Plandemic #Corona #MandatoryMasks mandatory #vaccine #ContactTracing #Orwell #Orwellian #cabal George Orwell 1984 has become reality. https://t.co/4UG8zpasrh",Pro-Mask,English,
1254647066653007872,"FSMs of #HPCL outlet HP Hailakandi,in Hailakandi dst of Assam,fighting the battle against #Covid19 by creating awareness among locals,ration &amp; mask distribution along with fueling emergency services maintaining #SocialDistancing.
#harekkaamdeshkenaam
@HPCL @hpcl_retail @Rg03Goel https://t.co/zVUZbO6vRd",Unrelated,English,
1299951735251914753,@MollyJongFast what I don’t get is he’ll wear gloves to the store but draws the line at a mask? my dude...,Pro-Mask,English,
1226350493166817280,Nagbayad na naman ng amortization tong si Duterts. https://t.co/WeM83Iutd2,Not Sure,Other,
1275415022034980872,"@BellHopperz @NYGovCuomo I won't wear a mask that perpetuates a Fraudulent Pandemic that has a mortality rate of .0001% less then the flu, a Fraudulent Pandemic narrative pushed by the media and politicians that are in the pockets of big pharma. I won't allow my rights to be suppressed! Freedom!",Anti-Mask,English,
1229506506141380608,Pensioenfonds ABP heeft last van beurseffect coronavirus en lage rentes https://t.co/iJGTYv0Bpf via @NUnl,Not Sure,Other,
1241754782043443201,@lazerwalker To my knowledge in Canada state bodies are not recommending the wearing of masks. It's not just n95 masks that are globally in short supply it seems  https://t.co/WIhQUp3Mq3  / https://t.co/ldRMCJhsVd  . https://t.co/wRBCzsiD1t,Neutral,English,
1296414130073743361,lmao i have had 100000 of these moments since masks were enforced during this pandemic https://t.co/sZtKfeWaSw,Neutral,English,
1240300445865828354,"@JaneRuth_Aceng :  There shall be mandatory institutional quarantine for all foreign arrivals.
Self quarantine shall no longer be entertained.  

#PresidentialAddress 
#COVID19",Unrelated,English,
1299245173126213632,"Protesting against exams in pandemic - just look at them closely, how many are wearing masks properly ??  All these nuisance to destroy future of our talented youth and sabotage country. 

#JEE_NEET exams be held as per NTA schedule. https://t.co/tD0EETP2q4",Pro-Mask,English,
1287710528203366400,"@hendopolis @RishiSunak Save the #highstreet by raising taxes for #onlineshopping or save the people from #coronavirus and #AntiMaskers and let them #StayHomeStaySafe 

#WonderOfWonders guess which the .@Conservatives chose 

They have got a 67,000 body count for no reason",Pro-Mask,English,
1289789173696802816,They got in addison and these folks have not heard of #COVID19 like people dont have on mask restaurant &amp; clubs fool as hell,Pro-Mask,English,
1269920142865108992,COVID-19: WHO Advises People To Wear Face Masks In Public  https://t.co/AY3EKsR5d7,Pro-Mask,English,
1238892776198033408,@V2019N *retweets,Unrelated,English,
1286043445929414656,@UniqueRiggers Seems they already forgott corona🤦,Unrelated,English,
1222369572575035392,"Menyikapi adanya virus corona, Ini Cerita Sebenarnya Langsung dari Wuhan - https://t.co/0vbA2bl5u9 https://t.co/7zNEvKm8Yw",Not Sure,Other,
1278705061896609792,"Mayor Cranley thanks local retailers such as Kroger, UDF and others for supporting efforts to increase mask usage. He emphasizes how important wearing masks in public will be to limiting community spread and allowing us to “live as successfully as possible with COVID-19.” https://t.co/bFMCklIaF5",Pro-Mask,English,
1236003676705165314,"Another bit of public health advice from Dr. Philip Keiser of the Galveston County Health Authority: 

""Masks generally are not helpful, (COVID-19) is not airborne, this is not something floating in the air.""
#Coronavirus",Anti-Mask,English,
1258530545299886080,@KeepUrMindUp I cant because of covid but yea I should,Unrelated,English,
1265228256065859584,Q. At what point (around the time of the long drive up to/down from Durham) did the mantra change from Stay at Home - to Stay Alert?  #dominiccummings,Unrelated,English,
1238076126972522497,"Have financial markets had a massive overreaction to a virus that will eventually fizzle out? Or is it time to buckle down and heed the coronavirus warnings issued by governments and health authorities? 

Busting the myths and confirming facts of COVID-19. https://t.co/1tSmdcb0e1",Unrelated,English,
1270458086038233088,"Check out my latest IGTV to find out how to transition your lockdown loungewear and make it evening wear when we get back to normality 🧡💗
⁣
This week my chapter 3 IGTV is going to be delayed, but it’s okay because… https://t.co/w5pzOx06Pf",Unrelated,English,
1281469719778861056,@PonchoTraductor @dbongino The not wearing a mask is sickening. And all that talk about personal freedom as a reason to not wear a mask also. But what do I know?,Pro-Mask,English,
